Tipo de Registro;Nº NFS-e;Data Hora NFE;Código de Verificação da NFS-e;Tipo de RPS;Série do RPS;Número do RPS;Data de Emissão do RPS;Inscrição Municipal do Prestador;Indicador de CPF/CNPJ do Prestador;CPF/CNPJ do Prestador;Razão Social do Prestador;Tipo do Endereço do Prestador;Endereço do Prestador;Número do Endereço do Prestador;Complemento do Endereço do Prestador;Bairro do Prestador;Cidade do Prestador;UF do Prestador;CEP do Prestador;Email do Prestador;Opção Pelo Simples;Situação da Nota Fiscal;Data de Cancelamento;Nº da Guia;Data de Quitação da Guia Vinculada a Nota Fiscal;Valor dos Serviços;Valor das Deduções;Código do Serviço Prestado na Nota Fiscal;Alíquota;ISS devido;Valor do Crédito;ISS Retido;PIS;COFINS;INSS;IRPJ;CSLL;Indicador de CPF/CNPJ do Tomador;CPF/CNPJ do Tomador;Inscrição Municipal do Tomador;Inscrição Estadual do Tomador;Razão Social do Tomador;Tipo do Endereço do Tomador;Endereço do Tomador;Número do Endereço do Tomador;Complemento do Endereço do Tomador;Bairro do Tomador;Cidade do Tomador;UF do Tomador;CEP do Tomador;Email do Tomador;Discriminação dos Serviços
2;8628;17/07/2026 09:24:13;LSGIFK29;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;56.970,01;0,00;421;3,00;1.709,10;0,00;S;370,31;1.709,10;0,00;854,55;569,70;2;30.036.685/0004-30;00.073.015/001-82;;CAIXA DE PREVIDENCIA E ASSISTENCIA DOS SERVIDORES DA FUNDACAO NACIONAL DE SAUDE;Ave;Tancredo Neves;1543;EDIF  GARCIA D AVILA      SALA;CAMINHO DAS ÁRVORES;Salvador;BA;41820-021;;Honorários de Serviços médicos
2;8627;17/07/2026 09:08:40;DZKFFTQP;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;3.694,60;0,00;421;3,00;110,84;0,00;N;24,01;110,84;0,00;55,42;36,95;2;29.309.127/0001-79;;;AMIL ASSISTENCIA MEDICA INTERNACIONAL S.A.;AVE;DR CHUCRI ZAIDAN;S/N;EDIF  TR. B EMP. EZ TOWERSANDA;VILA SAO FRANCISCO (ZONA SUL);São Paulo;SP;04711-130;LEGALIZACAOBR@UHGBRASIL.COM.BR;Honorários de serviços médicos
2;8626;17/07/2026 09:05:37;UVFKY5RP;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;C;21/07/2026 ;;;78.678,82;0,00;421;3,00;2.360,36;0,00;S;511,41;2.360,36;0,00;944,15;786,79;2;05.816.630/0001-52;00.225.182/002-94;;FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA;4ª;Centro Administrativo da Bahia;06;LADO B, 2º ANDAR;CENTRO ADMINISTRATIVO DA BAHIA;Salvador;BA;41745-002;;HONORARIOS DE SERVICOS MEDICOS|PROCESSO N°: 019.5120.2026.0099168-77|PRESTADOR: Bahia Home Care|CNPJ: 07.766.008/0001-02|OBJETO: Atendimento em Atenção Domiciliar|TERMO DE ADESÃO: 071/2024|VALOR: R$ 78.678,82|COMPETÊNCIA: RECURSO DE GLOSA FEV/2026|DADOS BANCARIOS: Banco do Brasil  AG 2976-9 C/C 108098-9
2;8625;15/07/2026 15:47:39;YGBMAIZ8;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;2.789,01;0,00;421;3,00;83,67;0,00;N;0,00;0,00;0,00;0,00;0,00;2;04.540.010/0001-70;;;PORTO SEGURO - SEGURO SAUDE S/A;ALA;BR DE PIRACICABA;740;BLOCO TORRE B             ANDA;CAMPOS ELISEOS;São Paulo;SP;01216-012;ARQ.EXP@PORTOSEGURO.COM.BR;HONORARIOS DE SERVICOS MEDICOS|PROTOCOLO: 20339048|DATA DE VENCIMENTO: 25/08/2026
2;8624;15/07/2026 15:47:08;WFHQSNUV;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;33.249,14;0,00;421;3,00;997,47;0,00;N;0,00;0,00;0,00;0,00;0,00;2;04.540.010/0001-70;;;PORTO SEGURO - SEGURO SAUDE S/A;ALA;BR DE PIRACICABA;740;BLOCO TORRE B             ANDA;CAMPOS ELISEOS;São Paulo;SP;01216-012;ARQ.EXP@PORTOSEGURO.COM.BR;HONORARIOS DE SERVICOS MEDICOS|PROTOCOLO: 20347813|DATA DE VENCIMENTO: 25/08/2026
2;8623;15/07/2026 13:48:42;PV8VSYC8;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;64.474,38;0,00;421;3,00;1.934,23;0,00;N;0,00;0,00;0,00;0,00;0,00;2;97.388.490/0001-87;;;UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MEDICO;RUA;PADRE JOAO GUALBERTO;765;;VIVENDAS COSTA AZUL;Eunápolis;BA;45820-645;CONTABILIDADE@UNIMEDCD.COOP.BR;HONORÁRIOS E SERVIÇOS MÉDICOS PRESTADOS||PERIODO: 26/03/2026 a 31/03/2026 e 01/06/2026 a 30/06/2026|PACIENTE: Camilo Caraccioli Souza Valenzuela e Jose Antonio Lopes Neto
2;8622;15/07/2026 09:19:18;2XGPPKML;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;25.379,00;0,00;421;3,00;761,37;0,00;N;164,96;761,37;0,00;380,69;253,79;2;41.077.489/0001-87;;;AMPLA PLANOS DE SAUDE LTDA;ALA;RIO NEGRO;500;BLOCO 1                   ANDA;ALPHAVILLE CENTRO INDUSTRIAL E;Barueri;SP;06454-000;CORPORATIVO@AMPLASAUDE.COM;HONORARIOS DE SERVICOS MEDICOS|PACIENTE: GABRIELLA FARIAS GOMES|PERÍODO: 20/05/26 A 19/06/26|Banco: 341 - Itaú|Agência: 3214|CC: 15191-6
2;8621;14/07/2026 14:30:33;U4IYHCIG;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;1.782,90;0,00;421;3,00;53,49;0,00;N;0,00;0,00;0,00;0,00;0,00;2;63.554.067/0046-90;;;HAPVIDA ASSISTENCIA MEDICA S.A.;AVE;PRESIDENTE GETULIO VARGAS;300;;SERRARIA;Maceió;AL;57046-140;FISCAL@HAPVIDA.COM.BR;HONORÁRIOS E SERVIÇOS MÉDICOS Vencimento - 31/07/2026
2;8620;14/07/2026 09:30:01;NN5K4FQ5;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;657,45;0,00;421;3,00;19,72;0,00;N;4,27;19,72;0,00;9,86;6,57;2;03.657.699/0001-55;;;SINDIFISCO NACIONAL - SIND. NAC. DOS AUD. FISCAIS DA RECEITA FEDERAL DO BRASIL;R;SDS  CONJUNTO BARACAT;S/N;SALAS 1/11;ASA SUL;Brasília;DF;70392-900;;HONORARIOS DE SERVICOS MEDICOS|DATA DE VENCIMENTO: 17/08/2026
2;8619;10/07/2026 12:07:20;LQ1X6YIM;RPS;1;8603;10/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;31.796,88;0,00;421;3,00;953,91;0,00;N;206,68;953,91;0,00;476,95;317,97;2;03.657.699/0001-55;;;SINDIFISCO NACIONAL SIND NAC DOS AUD FISCAIS;;SDS CONJUNTO BARACAT SN;SN;SALAS 1-11;ASA SUL;Brasília;DF;70392-900;fiscal@unafiscosaude.org.br;HONORARIOS DE SERVICOS MEDICOS DATA DE VENCIMENTO: 17/08/2026
2;8618;10/07/2026 10:45:30;9KPLWIPB;RPS;1;8601;10/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;271.883,79;0,00;421;3,00;8.156,51;0,00;N;0,00;0,00;0,00;0,00;0,00;2;92.693.118/0001-60;;;BRADESCO SAUDE S/A;AV;Rio de Janeiro;555;19º andar;Caju;Rio de Janeiro;RJ;20931-675;contfiscal@bradescoseguros.com.br;HONORARIOS DE SERVICOS MEDICOS
2;8617;10/07/2026 10:45:30;CUVJVZ5F;RPS;1;8600;10/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;40.955,59;0,00;421;3,00;1.228,67;0,00;N;0,00;0,00;0,00;0,00;0,00;2;92.693.118/0001-60;;;BRADESCO SAUDE S/A;AV;Rio de Janeiro;555;19º andar;Caju;Rio de Janeiro;RJ;20931-675;contfiscal@bradescoseguros.com.br;HONORARIOS DE SERVICOS MEDICOS
2;8616;08/07/2026 18:33:44;W8HAEFJK;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;506.111,37;0,00;421;3,00;15.183,34;0,00;N;3.289,72;15.183,34;0,00;7.591,67;5.061,11;2;02.812.468/0001-06;;;UNIMED CNU - COOPERATIVA CENTRAL;RUA;FREI CANECA;1355;;CONSOLACAO;São Paulo;SP;01307-003;EQ.TRIBUTARIA@UNIMEDCNU.COOP.BR;HONORARIOS DE SERVIÇOS MÉDICOS
2;8615;08/07/2026 18:31:52;E4BG4AXJ;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;95,37;0,00;421;3,00;2,86;0,00;N;0,62;2,86;0,00;1,43;0,95;2;02.812.468/0001-06;;;UNIMED CNU - COOPERATIVA CENTRAL;RUA;FREI CANECA;1355;;CONSOLACAO;São Paulo;SP;01307-003;EQ.TRIBUTARIA@UNIMEDCNU.COOP.BR;HONORARIOS DE SERVIÇOS MÉDICOS
2;8614;08/07/2026 18:30:31;FMJYFZUZ;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;17.111,49;0,00;421;3,00;513,34;0,00;N;111,22;513,34;0,00;256,67;171,11;2;02.812.468/0001-06;;;UNIMED CNU - COOPERATIVA CENTRAL;RUA;FREI CANECA;1355;;CONSOLACAO;São Paulo;SP;01307-003;EQ.TRIBUTARIA@UNIMEDCNU.COOP.BR;HONORARIOS DE SERVIÇOS MÉDICOS
2;8613;08/07/2026 18:29:04;AEEC7K13;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;2.633,71;0,00;421;3,00;79,01;0,00;N;17,12;79,01;0,00;39,51;26,34;2;02.812.468/0001-06;;;UNIMED CNU - COOPERATIVA CENTRAL;RUA;FREI CANECA;1355;;CONSOLACAO;São Paulo;SP;01307-003;EQ.TRIBUTARIA@UNIMEDCNU.COOP.BR;HONORARIOS DE SERVIÇOS MÉDICOS
2;8612;08/07/2026 10:41:32;YJVPJRDH;RPS;1;8595;08/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;103.050,15;0,00;421;3,00;3.091,50;0,00;N;0,00;0,00;0,00;0,00;0,00;2;92.693.118/0001-60;;;BRADESCO SAUDE S/A;AV;Rio de Janeiro;555;19º andar;Caju;Rio de Janeiro;RJ;20931-675;contfiscal@bradescoseguros.com.br;HONORARIOS DE SERVICOS MEDICOS
2;8611;07/07/2026 18:51:13;KKL9NWWB;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;17.334,00;0,00;421;3,00;520,02;0,00;S;112,67;520,02;0,00;260,01;173,34;2;15.215.452/0001-68;00.093.882/001-65;;CASSEB CAIXA DE ASSISTENCIA DOS EMPREGADOS DO BANEB;Rua;Metódio Coelho;133;1 AO 5 ANDAR;BROTAS;Salvador;BA;40279-120;notafiscal@casseb.com.br;HONORARIOS DE SERVICOS MEDICOS|PACIENTE: EDMUNDO B PINHEIRO|PERÍODO: 30/01/26 A 13/02/26|DATA DE VENCIMENTO: 31/07/2026|Banco: 341 - Itaú|Agência: 3214|CC: 15191-6
2;8610;07/07/2026 10:49:45;GHTR7ERP;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;C;14/07/2026 ;;;657,45;0,00;421;3,00;19,72;0,00;N;4,27;19,72;0,00;9,86;6,57;2;03.657.699/0001-55;;;SINDIFISCO NACIONAL - SIND. NAC. DOS AUD. FISCAIS DA RECEITA FEDERAL DO BRASIL;AL;SDS  CONJUNTO BARACAT;S/N;SALAS 1/11;ASA SUL;Brasília;DF;70392-900;;HONORARIOS DE SERVICOS MEDICOS||DATA DE VENCIMENTO: 17/08/2026
2;8609;07/07/2026 10:48:06;38DSTR7I;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;C;10/07/2026 ;;;31.796,88;0,00;421;3,00;953,91;0,00;N;206,68;953,91;0,00;476,95;317,97;2;03.657.699/0001-55;;;SINDIFISCO NACIONAL - SIND. NAC. DOS AUD. FISCAIS DA RECEITA FEDERAL DO BRASIL;AL;SDS  CONJUNTO BARACAT;S/N;SALAS 1/11;ASA SUL;Brasília;DF;70392-900;;HONORARIOS DE SERVICOS MEDICOS||DATA DE VENCIMENTO: 17/08/2026
2;8608;06/07/2026 15:18:42;CGJHLFSK;RPS;1;8591;06/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;144.550,45;0,00;421;3,00;4.336,51;0,00;N;0,00;0,00;0,00;0,00;0,00;2;15.011.651/0001-54;;;BRADESCO SAUDE - OPERADORA DE PLANOS S/A;;AV PAULISTA;1450;AND. 10 T PTA NA. SEC;BELA VISTA;São Paulo;SP;01310-917;DEPENDENCIA@BRADESCOSEGUROS.COM.BR;HONORARIOS DE SERVICOS MEDICOS
2;8607;06/07/2026 15:18:42;VWILREGY;RPS;1;8590;06/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;10.818,40;0,00;421;3,00;324,55;0,00;N;0,00;0,00;0,00;0,00;0,00;2;92.693.118/0001-60;;;BRADESCO SAUDE S/A;AV;Rio de Janeiro;555;19º andar;Caju;Rio de Janeiro;RJ;20931-675;contfiscal@bradescoseguros.com.br;HONORARIOS DE SERVICOS MEDICOS
2;8606;06/07/2026 09:31:26;QBWHMNVH;RPS;1;8589;06/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;14.464,98;0,00;421;3,00;433,95;0,00;N;0,00;0,00;0,00;0,00;0,00;2;92.693.118/0001-60;;;BRADESCO SAUDE S/A;AV;Rio de Janeiro;555;19º andar;Caju;Rio de Janeiro;RJ;20931-675;contfiscal@bradescoseguros.com.br;HONORARIOS DE SERVICOS MEDICOS
2;8605;03/07/2026 09:34:38;ZPVY5JBV;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;93.693,96;0,00;421;3,00;2.810,82;0,00;N;609,01;2.810,82;0,00;1.405,41;936,94;2;02.812.468/0001-06;;;UNIMED CNU - COOPERATIVA CENTRAL;RUA;FREI CANECA;1355;;CONSOLACAO;São Paulo;SP;01307-003;EQ.TRIBUTARIA@UNIMEDCNU.COOP.BR;Honorarios de servicos medicos
2;8604;03/07/2026 09:32:10;TBVY98JD;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;5.778,60;0,00;421;3,00;173,36;0,00;N;37,56;173,36;0,00;86,68;57,79;2;02.812.468/0001-06;;;UNIMED CNU - COOPERATIVA CENTRAL;RUA;FREI CANECA;1355;;CONSOLACAO;São Paulo;SP;01307-003;EQ.TRIBUTARIA@UNIMEDCNU.COOP.BR;Honorarios de servicos medicos
2;8603;02/07/2026 18:22:54;HAYKMMJU;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;77.507,26;0,00;421;3,00;2.325,22;0,00;N;0,00;0,00;0,00;0,00;0,00;2;63.554.067/0001-98;;;HAPVIDA ASSISTENCIA MEDICA S.A.;AVE;HERACLITO GRACA;406;2 ANDAR;CENTRO;Fortaleza;CE;60140-061;FISCAL@HAPVIDA.COM.BR;HONORARIOS DE SERVICOS MEDICOS|PROCESSO: 2660542071
2;8602;02/07/2026 18:16:42;WCURHE6J;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;53.385,10;0,00;421;3,00;1.601,55;0,00;N;347,00;1.601,55;0,00;800,78;533,85;2;11.828.089/0001-03;;;LUMINAR SAUDE ASSOCIACAO DE ASSISTENCIA A SAUDE;QUA;SHCGN CR 704/705 BLOCO C;SN;LOJA  48;ASA NORTE;Brasília;DF;70730-630;GOVERNANCA@E-VIDA.ORG.BR;HONORARIOS DE SERVICOS MEDICOS|DATA VENCIMENTO: 31/08/2026
2;8601;02/07/2026 18:15:15;2GJYJGMR;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;3.938,86;0,00;421;3,00;118,17;0,00;N;25,60;118,17;0,00;59,08;39,39;2;11.828.089/0001-03;;;LUMINAR SAUDE ASSOCIACAO DE ASSISTENCIA A SAUDE;QUA;SHCGN CR 704/705 BLOCO C;SN;LOJA  48;ASA NORTE;Brasília;DF;70730-630;GOVERNANCA@E-VIDA.ORG.BR;HONORARIOS DE SERVICOS MEDICOS|DATA VENCIMENTO: 31/08/2026
Total;53;;;;;;;;;;;;;;;;;;;;;;;;;4.648.012,60;0,00;;;139.440,39;0,00;;;;;;;;;;;;;;;;;
